unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label
798,J05-3003,a holistic lexiconbased approach to opinion mining,,the parc 700 dependency bank,Tracy Holloway King,"More recently , Burke , Cahill , et al. ( 2004a ) carried out an evaluation of the automatic annotation algorithm against the publicly available PARC 700 Dependency Bank ( #AUTHOR_TAG ) , a set of 700 randomly selected sentences from Section 23 which have been parsed , converted to dependency format , and manually corrected and extended by human validators .",0
799,J09-4010,a holistic lexiconbased approach to opinion mining,,multidocument summarization by sentence extraction,J Goldstein,"In our work , we gather sets of sentences , and assume ( but do not employ ) existing approaches for their organization ( #AUTHOR_TAG ; Barzilay , Elhadad , and McKeown 2001 ; Barzilay and McKeown 2005 ) .",0
800,W02-1601,a holistic lexiconbased approach to opinion mining,,structural matching of parallel texts,Y Matsumoto,"For example , such schema can serve as a mean to represent translation examples , or find structural correspondences for the purpose of transfer grammar learning ( Menezes & Richardson , 2001 ) , ( Aramaki et al. , 2001 ) , ( Watanabe et al. , 2000 ) , ( Meyers et al. , 2000 ) , ( #AUTHOR_TAG ) , ( kaji et al. , 1992 ) , and example-base machine translation EBMT3 ( Sato & Nagao , 1990 ) , ( Sato , 1991 ) , ( Richardson et al. , 2001 ) , ( Al-Adhaileh & Tang , 1999 ) .",0
801,J02-3002,a holistic lexiconbased approach to opinion mining,,statistical inference for probabilistic functions of finite markov chains,Leonard E Baum,"This was done because purely unsupervised techniques ( e.g. , Baum-Welch [ #AUTHOR_TAG ] or Brill 's [ Brill 1995b ] ) enable regularities to be induced for word classes which contain many entries , exploiting the fact that individual words that belong to a POS class occur in different ambiguity patterns .",4
802,J97-4003,a holistic lexiconbased approach to opinion mining,,interpreting lexical rules,Mike Calcagno,"Two formalizations of lexical rules as used by HPSG linguists have been proposed , the meta-level lexical rules ( MLRs ; #AUTHOR_TAG ; Calcagno and Pollard 1995 ) and the .",0
803,D11-1138,a holistic lexiconbased approach to opinion mining,,building a large annotated corpus of english the penn treebank computational linguistics,M Marcus,"In terms of treebank data , the primary training corpus is the Penn Wall Street Journal Treebank ( PTB ) ( #AUTHOR_TAG ) .",2
804,J07-1005,a holistic lexiconbased approach to opinion mining,,automatically identifying health outcome information in medline records,Dina Demner-Fushman,"The extraction of each PICO element relies to a different extent on an annotated corpus of MEDLINE abstracts , created through an effort led by the first author at the National Library of Medicine ( #AUTHOR_TAG ) .",2
805,W04-1610,a holistic lexiconbased approach to opinion mining,,newsweeder learning to filter netnewsquot,K Lang,"Various feature selection techniques have been used in automatic text categorization ; they include document frequency ( DF ) , information gain ( IG ) ( Tzeras and Hartman , 1993 ) , minimum description length principal ( #AUTHOR_TAG ) , and the X2 statistic .",0
806,D08-1007,a holistic lexiconbased approach to opinion mining,,inducing a semantically annotated lexicon via embased clustering,Mats Rooth,"Usually , the classes are from WordNet ( Miller et al. , 1990 ) , although they can also be inferred from clustering ( #AUTHOR_TAG ) .",0
807,J06-2002,a holistic lexiconbased approach to opinion mining,,computational interpretations of the gricean maximes in the generation of referring expressions,Robbert Dale,"The account sketched in Section 4 was superimposed on an incremental GRE algorithm , partly because incrementality is well established in this area ( Appelt 1985 ; #AUTHOR_TAG ) .",0
808,D11-1138,a holistic lexiconbased approach to opinion mining,,reranking and selftraining for parser adaptation,D McClosky,"In most cases , the accuracy of parsers degrades when run on out-of-domain data ( Gildea , 2001 ; #AUTHOR_TAG ; Blitzer et al. , 2006 ; Petrov et al. , 2010 ) .",0
809,P02-1001,a holistic lexiconbased approach to opinion mining,,algebraic structures for transitive closure,D J Lehmann,"Now for some important remarks on efficiency : â¢ Computing ti is an instance of the well-known algebraic path problem ( #AUTHOR_TAG ; Tar an , 1981a ) .",0
810,D13-1115,a holistic lexiconbased approach to opinion mining,,perceptual inference through global lexical similarity,Brendan T Johns,#AUTHOR_TAG take an entirely different approach by showing that one can successfully infer held out feature norms from weighted mixtures based on textual similarity .,0
811,P10-4003,a holistic lexiconbased approach to opinion mining,,contentlearning correlations in spoken tutoring dialogs at word turn and discourse levels,Amruta Purandare,"Over the last decade there has been a lot of interest in developing tutorial dialogue systems that understand student explanations ( Jordan et al. , 2006 ; Graesser et al. , 1999 ; Aleven et al. , 2001 ; Buckley and Wolska , 2007 ; Nielsen et al. , 2008 ; VanLehn et al. , 2007 ) , because high percentages of selfexplanation and student contentful talk are known to be correlated with better learning in humanhuman tutoring ( Chi et al. , 1994 ; Litman et al. , 2009 ; #AUTHOR_TAG ; Steinhauser et al. , 2007 ) .",0
812,N01-1003,a holistic lexiconbased approach to opinion mining,,clause aggregation using linguistic knowledge,James Shaw,Previous work in sentence planning in the natural language generation ( NLG ) community uses hand-written rules to approximate the distribution of linguistic phenomena in a corpus ( see ( #AUTHOR_TAG ) for a recent example with further references ) .,0
813,J00-4002,a holistic lexiconbased approach to opinion mining,,resolving quasi logical forms,Hiyan Alshawi,"We assume that every determiner has its own equivalence , which resolves it as a quantifier : sometimes this can be quite a complicated matter , as with any ( #AUTHOR_TAG ) , which will resolve in different ways depending on its linguistic context , but here we avoid this complexity ' 6 Separate equivalences might also make it easier to encode determiner-specific preferences , such as that of each for wide scope .",0
814,J06-2002,a holistic lexiconbased approach to opinion mining,,how to refer with vague descriptions,Manfred Pinkal,"Following #AUTHOR_TAG , such expressions will be called vague descriptions even though , as we shall see , the vagueness of the adjective does not extend to the description as a whole .",2
815,P02-1001,a holistic lexiconbased approach to opinion mining,,conditional random fields probabilistic models for segmenting and labeling sequence data,J Lafferty,"Such approaches have been tried recently in restricted cases ( McCallum et al. , 2000 ; Eisner , 2001b ; #AUTHOR_TAG ) .",0
816,E03-1002,a holistic lexiconbased approach to opinion mining,,headdriven statistical models for natural language parsing,Michael Collins,"The standard way to handle this problem is to handcraft a finite set of features which provides a sufficient summary of the unbounded history ( Ratnaparkhi , 1999 ; #AUTHOR_TAG ; Charniak , 2000 ) .",4
817,D13-1115,a holistic lexiconbased approach to opinion mining,,integrating experiential and distributional data to learn semantic representations,Mark Andrews,"Following #AUTHOR_TAG , we measure association norm prediction as an average of percentile ranks .",2
818,N04-2004,a holistic lexiconbased approach to opinion mining,,the generative lexicon,James Pustejovsky,"There is a general consensus among theoretical linguists that the proper representation of verbal argument structure is event structure -- representations grounded in a theory of events that decompose semantic roles in terms of primitive predicates representing concepts such as causality and inchoativity ( Dowty , 1979 ; Jackendoff , 1983 ; #AUTHOR_TAGb ; Rappaport Hovav and Levin , 1998 ) .",0
819,P05-3005,a holistic lexiconbased approach to opinion mining,,kwitek a et al rat genome database rgd mapping disease onto the genome nucleic acids res,S Twigger,"Other molecular biology databases We also included several model organism databases or nomenclature databases in the construction of the dictionary , i.e. , mouse Mouse Genome Database ( MGD ) [ 18 ] , fly FlyBase [ 19 ] , yeast Saccharomyces Genome Database ( SGD ) [ 20 ] , rat -- Rat Genome Database ( RGD ) #AUTHOR_TAG , worm -- WormBase [ 22 ] , Human Nomenclature Database ( HUGO ) [ 23 ] , Online Mendelian Inheritance in Man ( OMIM ) [ 24 ] , and Enzyme Nomenclature Database ( ECNUM ) [ 25 , 26 ] .",2
820,Q13-1020,a holistic lexiconbased approach to opinion mining,,retraining monolingual parser bilingually for syntactic smt,Shujie Liu,#AUTHOR_TAG re-trained the linguistic parsers bilingually based on word alignment .,4
821,J97-4003,a holistic lexiconbased approach to opinion mining,,flipped out aux in german,Erhard Hinrichs,"de URL : http://www.sfs.nphil.uni-tuebingen.de/sfb / b4home.html 1 This is , for example , the case for all proposals working with verbal lexical entries that raise the arguments of a verbal complement ( #AUTHOR_TAG ) that also use lexical rules such as the Complement Extraction Lexical Rule ( Pollard and Sag 1994 ) or the Complement Cliticization Lexical Rule ( Miller and Sag 1993 ) to operate on those raised elements .",0
822,W02-1601,a holistic lexiconbased approach to opinion mining,,synchronous models of language,O Rambow,"Much of theoretical linguistics can be formulated in a very natural manner as stating correspondences ( translations ) between layers of representation structures ( #AUTHOR_TAG ) , such as the relation between syntax and semantic .",0
823,W02-0309,a holistic lexiconbased approach to opinion mining,,morphologic analysis of compound words,F Wingert,"From an IR view , a lot of specialized research has already been carried out for medical applications , with emphasis on the lexico-semantic aspects of dederivation and decomposition ( Pacak et al. , 1980 ; Norton and Pacak , 1983 ; Wolff , 1984 ; #AUTHOR_TAG ; Dujols et al. , 1991 ; Baud et al. , 1998 ) .",0
